city,state,lat,lng,countyName
LENOIR,NC,35.9096,-81.5247,CALDWELL
YADKINVILLE,NC,36.131,-80.6588,YADKIN
COVE CITY,NC,35.189,-77.3206,CRAVEN
HOLLY RIDGE,NC,34.4953,-77.527,ONSLOW
BEULAVILLE,NC,34.9228,-77.7725,DUPLIN
TOPSAIL BEACH,NC,34.3744,-77.6322,PENDER
STEM,NC,36.1963,-78.7201,GRANVILLE
HAYESVILLE,NC,35.045,-83.8179,CLAY
SMITHFIELD,NC,35.5131,-78.3497,JOHNSTON
ARCHDALE,NC,35.9033,-79.9592,RANDOLPH
HIGHLANDS,NC,35.0539,-83.1976,MACON
FAISON,NC,35.1164,-78.1368,DUPLIN
HOFFMAN,NC,35.0313,-79.5491,RICHMOND
CEDAR POINT,NC,34.6862,-77.0833,CARTERET
WELCOME,NC,35.9066,-80.2548,DAVIDSON
SHANNON,NC,34.8477,-79.1395,ROBESON
CLINTON,NC,35.0005,-78.3311,SAMPSON
PIKEVILLE,NC,35.4971,-77.9879,WAYNE
WALLACE,NC,34.7379,-77.9909,DUPLIN
MOCKSVILLE,NC,35.9006,-80.5631,DAVIE
MORAVIAN FALLS,NC,36.1068,-81.1808,WILKES
ERWIN,NC,35.3226,-78.6734,HARNETT
MEBANE,NC,36.0857,-79.2763,ALAMANCE
GRIFTON,NC,35.3804,-77.4333,PITT
RANDLEMAN,NC,35.8165,-79.8066,RANDOLPH
RODANTHE,NC,35.5897,-75.466,DARE
KINGS MOUNTAIN,NC,35.2348,-81.3501,CLEVELAND
SILVER CITY,NC,34.9972,-79.2291,HOKE
CHOCOWINITY,NC,35.5148,-77.1017,BEAUFORT
ELLENBORO,NC,35.3309,-81.7611,RUTHERFORD
SPRING LAKE,NC,35.1842,-78.9959,CUMBERLAND
YOUNGSVILLE,NC,36.0245,-78.481,FRANKLIN
EDEN,NC,36.5028,-79.7412,ROCKINGHAM
IVANHOE,NC,34.587,-78.2447,SAMPSON
BOLIVIA,NC,34.0699,-78.1472,BRUNSWICK
WEDDINGTON,NC,35.0228,-80.7383,UNION
CAMERON,NC,35.3259,-79.254,MOORE
ROPER,NC,35.8786,-76.617,WASHINGTON
WADESBORO,NC,34.9645,-80.0746,ANSON
LAKE WACCAMAW,NC,34.3141,-78.5117,COLUMBUS
HARKERS ISLAND,NC,34.7002,-76.5612,CARTERET
CATAWBA,NC,35.7066,-81.0659,CATAWBA
HILDEBRAN,NC,35.7181,-81.4211,BURKE
AURORA,NC,35.303,-76.7889,BEAUFORT
DOBSON,NC,36.3927,-80.7239,SURRY
PRINCETON,NC,35.4671,-78.1613,JOHNSTON
RURAL HALL,NC,36.2251,-80.2973,FORSYTH
SNEADS FERRY,NC,34.5564,-77.3824,ONSLOW
SEVEN DEVILS,NC,36.1493,-81.8114,AVERY
OLD FORT,NC,35.6305,-82.1777,MCDOWELL
NORTHWEST,NC,34.3149,-78.1453,BRUNSWICK
NORWOOD,NC,35.2336,-80.1146,STANLY
EDNEYVILLE,NC,35.4025,-82.3371,HENDERSON
BILLINGS,MT,45.7891,-108.5524,YELLOWSTONE
CUSTER,MT,46.1293,-107.5552,YELLOWSTONE
GREAT FALLS,MT,47.5022,-111.2995,CASCADE
KALISPELL,MT,48.2156,-114.3262,FLATHEAD
BUTTE,MT,45.902,-112.6571,SILVER BOW
MISSOULA,MT,46.875,-114.0214,MISSOULA
RED LODGE,MT,45.1933,-109.2501,CARBON
POPLAR,MT,48.1105,-105.1969,ROOSEVELT
BELGRADE,MT,45.7796,-111.1751,GALLATIN
MILES CITY,MT,46.4059,-105.8385,CUSTER
LIVINGSTON,MT,45.6666,-110.5538,PARK
CONDON,MT,47.5225,-113.6987,MISSOULA
BOZEMAN,MT,45.6832,-111.0552,GALLATIN
HELENA,MT,46.5965,-112.0202,LEWIS AND CLARK
CONRAD,MT,48.1741,-111.9466,PONDERA
CULBERTSON,MT,48.1447,-104.5183,ROOSEVELT
BROWNING,MT,48.5564,-113.0151,GLACIER
HAMILTON,MT,46.2527,-114.1598,RAVALLI
ANACONDA,MT,46.0607,-113.0679,DEER LODGE
HARDIN,MT,45.7422,-107.6083,BIG HORN
FLORENCE,MT,46.6345,-114.0814,RAVALLI
WHITEFISH,MT,48.4329,-114.3591,FLATHEAD
RONAN,MT,47.5287,-114.1005,LAKE
GALLATIN GATEWAY,MT,45.5899,-111.1953,GALLATIN
WOLF POINT,MT,48.0933,-105.6413,ROOSEVELT
HUSON,MT,47.0326,-114.3397,MISSOULA
LOLO,MT,46.7756,-114.1018,MISSOULA
THREE FORKS,MT,45.89,-111.5522,GALLATIN
BIG SKY,MT,45.2592,-111.3426,GALLATIN
HAVRE,MT,48.5427,-109.6803,HILL
CORVALLIS,MT,46.314,-114.1121,RAVALLI
ZORTMAN,MT,47.9167,-108.5091,PHILLIPS
EAST HELENA,MT,46.585,-111.9158,LEWIS AND CLARK
DARBY,MT,46.0234,-114.179,RAVALLI
WHITE SULPHUR SPRINGS,MT,46.5452,-110.9039,MEAGHER
HOT SPRINGS,MT,47.6091,-114.6702,SANDERS
FAIRVIEW,MT,47.852,-104.051,RICHLAND
LAUREL,MT,45.6735,-108.7707,YELLOWSTONE
STEVENSVILLE,MT,46.511,-114.0788,RAVALLI
WHITEHALL,MT,45.8709,-112.0975,JEFFERSON
SIDNEY,MT,47.7152,-104.168,RICHLAND
EUREKA,MT,48.879,-115.0492,LINCOLN
LEWISTOWN,MT,47.0514,-109.4524,FERGUS
MANHATTAN,MT,45.8622,-111.3343,GALLATIN
CUT BANK,MT,48.6345,-112.3304,GLACIER
HAYS,MT,48.0104,-108.6606,BLAINE
THOMPSON FALLS,MT,47.5993,-115.3425,SANDERS
CLINTON,MT,46.7718,-113.717,MISSOULA
KILA,MT,48.1215,-114.4767,FLATHEAD
GLASGOW,MT,48.199,-106.6321,VALLEY
AUGUSTA,MT,47.4894,-112.3921,LEWIS AND CLARK
DILLON,MT,45.2177,-112.6348,BEAVERHEAD
WILSALL,MT,45.9844,-110.6604,PARK
COLUMBIA FALLS,MT,48.3708,-114.1903,FLATHEAD
CHINOOK,MT,48.5901,-109.2318,BLAINE
DE BORGIA,MT,47.3778,-115.3189,MINERAL
REED POINT,MT,45.7071,-109.5471,STILLWATER
POLSON,MT,47.6886,-114.1411,LAKE
CROW AGENCY,MT,45.6026,-107.4591,BIG HORN
BIGFORK,MT,48.0852,-114.0551,FLATHEAD
VICTOR,MT,46.4161,-114.1491,RAVALLI
FRENCHTOWN,MT,47.0287,-114.2461,MISSOULA
CLANCY,MT,46.4493,-112.0029,JEFFERSON
BUSBY,MT,45.5281,-106.9753,BIG HORN
TERRY,MT,46.7923,-105.3125,PRAIRIE
PARADISE,MT,47.3858,-114.799,SANDERS
GLENDIVE,MT,47.1102,-104.7069,DAWSON
ALBERTON,MT,47.0037,-114.4817,MINERAL
JORDAN,MT,47.321,-106.9099,GARFIELD
TROUT CREEK,MT,47.8331,-115.5837,SANDERS
SARDIS,MS,34.4355,-89.9114,PANOLA
SUMRALL,MS,31.4172,-89.5424,LAMAR
MADISON,MS,32.4738,-90.13,MADISON
PHILADELPHIA,MS,32.7761,-89.1221,NESHOBA
GULFPORT,MS,30.4271,-89.0703,HARRISON
COLDWATER,MS,34.6902,-89.9757,TATE
BLUE SPRINGS,MS,34.4013,-88.8721,UNION
PONTOTOC,MS,34.2532,-89.0091,PONTOTOC
WALLS,MS,34.9257,-90.1604,DESOTO
CANTON,MS,32.5975,-90.0317,MADISON
BRANDON,MS,32.2778,-89.9896,RANKIN
BILOXI,MS,30.4422,-88.9512,HARRISON
PASS CHRISTIAN,MS,30.327,-89.2436,HARRISON
WEST POINT,MS,33.6064,-88.6571,CLAY
FOXWORTH,MS,31.2386,-89.8829,MARION
VANCLEAVE,MS,30.5483,-88.6675,JACKSON
NATCHEZ,MS,31.5437,-91.3867,ADAMS
OLIVE BRANCH,MS,34.961,-89.8469,DESOTO
BATESVILLE,MS,34.3147,-89.9249,PANOLA
HERNANDO,MS,34.85,-89.9922,DESOTO
POPE,MS,34.2158,-89.9447,PANOLA
LONG BEACH,MS,30.3608,-89.165,HARRISON
LOUISVILLE,MS,33.1224,-89.0553,WINSTON
BELMONT,MS,34.5046,-88.208,TISHOMINGO
HATTIESBURG,MS,31.3074,-89.317,FORREST
CORINTH,MS,34.9474,-88.5143,ALCORN
BYRAM,MS,32.189,-90.2861,HINDS
HORN LAKE,MS,34.9512,-90.0501,DESOTO
TUPELO,MS,34.2692,-88.7318,LEE
BUDE,MS,31.463,-90.8509,FRANKLIN
OCEAN SPRINGS,MS,30.4082,-88.7861,JACKSON
MONTICELLO,MS,31.5525,-90.1145,LAWRENCE
OXFORD,MS,34.3627,-89.5336,LAFAYETTE
TUNICA,MS,34.6881,-90.381,TUNICA
LEAKESVILLE,MS,31.1545,-88.558,GREENE
HAMILTON,MS,33.746,-88.4095,MONROE
VICKSBURG,MS,32.3173,-90.8868,WARREN
GREENVILLE,MS,33.385,-91.0514,WASHINGTON
SEBASTOPOL,MS,32.5679,-89.334,SCOTT
SEMINARY,MS,31.5581,-89.4987,COVINGTON
STARKVILLE,MS,33.4608,-88.8297,OKTIBBEHA
GREENWOOD,MS,33.5126,-90.1993,LEFLORE
NETTLETON,MS,34.0853,-88.6248,LEE
DECATUR,MS,32.4339,-89.1092,NEWTON
SAUCIER,MS,30.6239,-89.1432,HARRISON
PASCAGOULA,MS,30.3665,-88.5507,JACKSON
JACKSON,MS,32.3163,-90.2124,HINDS
MERIDIAN,MS,32.3846,-88.6896,LAUDERDALE
D'IBERVILLE,MS,30.4709,-88.9011,HARRISON
POPLARVILLE,MS,30.8391,-89.5306,PEARL RIVER
SUMNER,MS,33.9693,-90.3693,TALLAHATCHIE
FOREST,MS,32.3595,-89.4761,SCOTT
SOUTHAVEN,MS,34.9514,-89.9787,DESOTO
CLINTON,MS,32.354,-90.3403,HINDS
BYHALIA,MS,34.869,-89.689,MARSHALL
HOUSTON,MS,33.8963,-89.0031,CHICKASAW
BROOKHAVEN,MS,31.5803,-90.4432,LINCOLN
THAXTON,MS,34.3071,-89.1745,PONTOTOC
SHAW,MS,33.6015,-90.772,BOLIVAR
MCCOMB,MS,31.2442,-90.4717,PIKE
SENATOBIA,MS,34.6081,-89.9762,TATE
CLARKSDALE,MS,34.1971,-90.5729,COAHOMA
LAUREL,MS,31.6956,-89.1448,JONES
MERIGOLD,MS,33.8392,-90.7264,BOLIVAR
MARKS,MS,34.2535,-90.2723,QUITMAN
LUCEDALE,MS,30.9312,-88.5959,GEORGE
GRENADA,MS,33.7816,-89.813,GRENADA
AMORY,MS,33.9813,-88.4823,MONROE
IUKA,MS,34.8077,-88.1978,TISHOMINGO
COLUMBUS,MS,33.5088,-88.4096,LOWNDES
COURTLAND,MS,34.2409,-89.9433,PANOLA
LUMBERTON,MS,31.0064,-89.4592,LAMAR
MOSS POINT,MS,30.424,-88.5289,JACKSON
MARIETTA,MS,34.4999,-88.4726,PRENTISS
COLLINSVILLE,MS,32.4912,-88.8452,LAUDERDALE
DIAMONDHEAD,MS,30.3791,-89.3708,HANCOCK
UTICA,MS,32.1061,-90.6221,HINDS
GAUTIER,MS,30.4106,-88.6568,JACKSON
ELLISVILLE,MS,31.5969,-89.2091,JONES
WATER VALLEY,MS,34.1622,-89.6301,YALOBUSHA
SHERMAN,MS,34.3611,-88.8387,PONTOTOC
WOODVILLE,MS,31.1029,-91.2992,WILKINSON
MAGNOLIA,MS,31.1619,-90.467,PIKE
FAYETTE,MS,31.7123,-91.062,JEFFERSON
PEARL,MS,32.273,-90.0918,RANKIN
SALTILLO,MS,34.3789,-88.6939,LEE
TYLERTOWN,MS,31.1173,-90.1444,WALTHALL
COLUMBIA,MS,31.2564,-89.8266,MARION
RIDGELAND,MS,32.4236,-90.1481,MADISON
PICAYUNE,MS,30.5322,-89.6724,PEARL RIVER
SOSO,MS,31.7535,-89.2759,JONES
UNION,MS,32.5711,-89.1152,NEWTON
ACKERMAN,MS,33.311,-89.1711,CHOCTAW
ROSEDALE,MS,33.8525,-91.0339,BOLIVAR
KOSCIUSKO,MS,33.0584,-89.5893,ATTALA
GLOSTER,MS,31.1951,-91.0176,AMITE
PETAL,MS,31.3477,-89.2359,FORREST
BALLWIN,MO,38.5951,-90.55,ST. LOUIS
VERSAILLES,MO,38.4332,-92.8453,MORGAN
BLOOMFIELD,MO,36.8877,-89.9309,STODDARD
EXCELSIOR SPRINGS,MO,39.339,-94.24,CLAY
SPRINGFIELD,MO,37.1943,-93.2916,GREENE
CHESTERFIELD,MO,38.6588,-90.5804,ST. LOUIS
KANSAS CITY,MO,39.1239,-94.5541,JACKSON
DE SOTO,MO,38.141,-90.5609,JEFFERSON
BUFFALO,MO,37.6444,-93.0969,DALLAS
EUREKA,MO,38.5015,-90.6492,ST. LOUIS
LEE'S SUMMIT,MO,38.9172,-94.3816,JACKSON
GILMAN CITY,MO,40.131100000000004,-93.8739,HARRISON
O'FALLON,MO,38.785,-90.7175,ST. CHARLES
INDEPENDENCE,MO,39.0871,-94.3501,JACKSON
LATHROP,MO,39.5512,-94.3286,CLINTON
DIXON,MO,37.9953,-92.0956,PULASKI
BROOKFIELD,MO,39.7853,-93.0772,LINN
WASHINGTON,MO,38.5514,-91.0151,FRANKLIN
TIPTON,MO,38.6549,-92.7803,MONITEAU
HAZELWOOD,MO,38.7931,-90.3899,ST. LOUIS
SENECA,MO,36.8447,-94.6093,NEWTON
HOLTS SUMMIT,MO,38.6474,-92.1142,CALLAWAY
OSAGE BEACH,MO,38.1353,-92.6479,CAMDEN
WARRENSBURG,MO,38.7627,-93.726,JOHNSON
BRANSON,MO,36.651,-93.2635,TANEY
LIBERTY,MO,39.2394,-94.4191,CLAY
MOUNT VERNON,MO,37.105,-93.8191,LAWRENCE
SLATER,MO,39.2227,-93.065,SALINE
TARKIO,MO,40.443,-95.3835,ATCHISON
RAYTOWN,MO,38.9944,-94.4641,JACKSON
HOLLISTER,MO,36.6058,-93.2338,TANEY
JOPLIN,MO,37.0758,-94.5018,JASPER
FESTUS,MO,38.2192,-90.4095,JEFFERSON
MARYVILLE,MO,40.3428,-94.8701,NODAWAY
GRANBY,MO,36.9181,-94.2607,NEWTON
SMITHVILLE,MO,39.3921,-94.5748,CLAY
HARTVILLE,MO,37.2502,-92.512,WRIGHT
HAYTI,MO,36.2323,-89.7474,PEMISCOT
FARMINGTON,MO,37.7821,-90.4288,ST. FRANCOIS
MARSHFIELD,MO,37.3414,-92.9116,WEBSTER
PRESTON,MO,37.941,-93.2127,HICKORY
HIGH RIDGE,MO,38.4608,-90.5339,JEFFERSON
FLORISSANT,MO,38.7996,-90.3269,ST. LOUIS
WEST PLAINS,MO,36.7378,-91.868,HOWELL
CABOOL,MO,37.1262,-92.1032,TEXAS
GOLDEN CITY,MO,37.3931,-94.0943,BARTON
ROLLA,MO,37.9458,-91.7608,PHELPS
MACKS CREEK,MO,37.9667,-92.9666,CAMDEN
BLUE SPRINGS,MO,39.0124,-94.2721,JACKSON
WRIGHT CITY,MO,38.8341,-91.0399,WARREN
PLATTE CITY,MO,39.3576,-94.7655,PLATTE
CAMDEN POINT,MO,39.4541,-94.7485,PLATTE
BOLIVAR,MO,37.6057,-93.4174,POLK
MEXICO,MO,39.1625,-91.8711,AUDRAIN
COLUMBIA,MO,38.9478,-92.3256,BOONE
JEFFERSON CITY,MO,38.5676,-92.1759,COLE
MACON,MO,39.7424,-92.4712,MACON
SEDALIA,MO,38.7042,-93.2351,PETTIS
DONIPHAN,MO,36.6234,-90.8219,RIPLEY
NEVADA,MO,37.8445,-94.3492,VERNON
DEXTER,MO,36.7928,-89.9634,STODDARD
GRAY SUMMIT,MO,38.4951,-90.8173,FRANKLIN
GAINESVILLE,MO,36.6063,-92.4245,OZARK
EASTON,MO,39.7226,-94.6403,BUCHANAN
SAVANNAH,MO,39.9391,-94.8279,ANDREW
ARNOLD,MO,38.4296,-90.3733,JEFFERSON
SULLIVAN,MO,38.2129,-91.1636,FRANKLIN
WESTBORO,MO,40.535,-95.3212,ATCHISON
UNION,MO,38.44,-90.9927,FRANKLIN
DEFIANCE,MO,38.6327,-90.7846,ST. CHARLES
MALDEN,MO,36.585,-89.9808,DUNKLIN
CAMERON,MO,39.7469,-94.2364,CLINTON
ASHLAND,MO,38.7929,-92.2477,BOONE
WENTZVILLE,MO,38.8152,-90.8667,ST. CHARLES
SALEM,MO,37.6399,-91.5346,DENT
POPLAR BLUFF,MO,36.7632,-90.4136,BUTLER
WESTON,MO,39.403,-94.886,PLATTE
HARRISONVILLE,MO,38.6529,-94.3467,CASS
CAPE GIRARDEAU,MO,37.3108,-89.5597,CAPE GIRARDEAU
HARRISBURG,MO,39.1396,-92.458,BOONE
REPUBLIC,MO,37.1452,-93.4446,GREENE
BISMARCK,MO,37.7673,-90.6225,ST. FRANCOIS
NEW BLOOMFIELD,MO,38.7167,-92.0914,CALLAWAY
LEBANON,MO,37.6717,-92.6603,LACLEDE
WINDSOR,MO,38.5319,-93.5227,HENRY
STEELVILLE,MO,37.9696,-91.3545,CRAWFORD
FORISTELL,MO,38.8156,-90.9626,ST. CHARLES
LAURIE,MO,38.208,-92.8253,MORGAN
FULTON,MO,38.8551,-91.9511,CALLAWAY
MARBLE HILL,MO,37.3032,-89.9808,BOLLINGER
CLARENCE,MO,39.7432,-92.2602,SHELBY
OZARK,MO,37.0361,-93.2155,CHRISTIAN
NOVINGER,MO,40.2341,-92.7066,ADAIR
WAYNESVILLE,MO,37.8207,-92.22,PULASKI
MOBERLY,MO,39.419,-92.4365,RANDOLPH
CARTHAGE,MO,37.1503,-94.3225,JASPER
VILLA RIDGE,MO,38.468,-90.885,FRANKLIN
BELTON,MO,38.8193,-94.5334,CASS
BRIDGETON,MO,38.7673,-90.4275,ST. LOUIS
WILLARD,MO,37.2929,-93.4171,GREENE
BILLINGS,MO,37.0626,-93.5539,CHRISTIAN
KEARNEY,MO,39.355,-94.3598,CLAY
CREVE COEUR,MO,38.6621,-90.443,ST. LOUIS
CENTRALIA,MO,39.2105,-92.1341,BOONE
NIANGUA,MO,37.3886,-92.8304,WEBSTER
RICHMOND,MO,39.2755,-93.9731,RAY
IMPERIAL,MO,38.3672,-90.3706,JEFFERSON
FENTON,MO,38.5279,-90.4489,ST. LOUIS
HURLEY,MO,36.9306,-93.4996,STONE
HILLSBORO,MO,38.233,-90.5671,JEFFERSON
FORT LEONARD WOOD,MO,37.7562,-92.1274,PULASKI
MOUNTAIN VIEW,MO,36.9936,-91.7019,HOWELL
CALIFORNIA,MO,38.6304,-92.5667,MONITEAU
NEOSHO,MO,36.8441,-94.3756,NEWTON
BUTLER,MO,38.2598,-94.3393,BATES
TRENTON,MO,40.0819,-93.603,GRUNDY
BENTON,MO,37.099,-89.5624,SCOTT
BIRCH TREE,MO,36.9967,-91.4916,SHANNON
PIEDMONT,MO,37.1492,-90.6969,WAYNE
LANAGAN,MO,36.6061,-94.4517,MCDONALD
HERMANN,MO,38.6983,-91.4342,GASCONADE
TROY,MO,38.9708,-90.9715,LINCOLN
SWEET SPRINGS,MO,38.9649,-93.4152,SALINE
PECULIAR,MO,38.7306,-94.4736,CASS
WHEATLAND,MO,37.9426,-93.4027,HICKORY
LOHMAN,MO,38.543,-92.3646,COLE
HANNIBAL,MO,39.7097,-91.3939,MARION
STOCKTON,MO,37.697,-93.796,CEDAR
EAST PRAIRIE,MO,36.7788,-89.3837,MISSISSIPPI
IRONTON,MO,37.5984,-90.6379,IRON
FREDERICKTOWN,MO,37.5643,-90.2987,MADISON
BERNIE,MO,36.6717,-89.9707,STODDARD
KIRKSVILLE,MO,40.1986,-92.5753,ADAIR
PERRYVILLE,MO,37.7263,-89.8759,PERRY
RAYMORE,MO,38.8029,-94.4583,CASS
PARK HILLS,MO,37.8211,-90.505,ST. FRANCOIS
LAKE ST. LOUIS,MO,38.7846,-90.7886,ST. CHARLES
ROGERSVILLE,MO,37.1147,-93.0742,WEBSTER
CHAMOIS,MO,38.6764,-91.77,OSAGE
MARCELINE,MO,39.7167,-92.9473,LINN
PORTAGEVILLE,MO,36.4295,-89.6994,NEW MADRID
MOSCOW MILLS,MO,38.94,-90.9254,LINCOLN
RICH HILL,MO,38.0958,-94.3633,BATES
BUNKER,MO,37.4574,-91.2121,REYNOLDS
SEYMOUR,MO,37.1485,-92.7694,WEBSTER
THAYER,MO,36.5223,-91.5408,OREGON
BOONVILLE,MO,38.9588,-92.7471,COOPER
LOCKWOOD,MO,37.3867,-93.9579,DADE
OAK GROVE,MO,39.0077,-94.1283,JACKSON
CHILLICOTHE,MO,39.7953,-93.5499,LIVINGSTON
SARCOXIE,MO,37.0683,-94.1259,JASPER
NEW HAVEN,MO,38.6048,-91.2179,FRANKLIN
CAMDENTON,MO,38.0121,-92.75,CAMDEN
TRUXTON,MO,39.0035,-91.2403,LINCOLN
DELTA,MO,37.1974,-89.7392,CAPE GIRARDEAU
AUXVASSE,MO,39.0174,-91.8958,CALLAWAY
EMINENCE,MO,37.1509,-91.3586,SHANNON
ELDON,MO,38.3512,-92.5766,MILLER
MARYLAND HEIGHTS,MO,38.7189,-90.4749,ST. LOUIS
GARDEN CITY,MO,38.5629,-94.1958,CASS
SIBLEY,MO,39.1758,-94.2009,JACKSON
LAKE OZARK,MO,38.2035,-92.6257,MILLER
RICHLAND,MO,37.861,-92.3993,PULASKI
ROCKAWAY BEACH,MO,36.7019,-93.1617,TANEY
PACIFIC,MO,38.4805,-90.7541,FRANKLIN
SUNRISE BEACH,MO,38.1669,-92.7799,CAMDEN
NIXA,MO,37.0453,-93.296,CHRISTIAN
CRYSTAL CITY,MO,38.2226,-90.3813,JEFFERSON
PALMYRA,MO,39.7985,-91.5272,MARION
TRIMBLE,MO,39.4761,-94.5619,CLINTON
PILOT KNOB,MO,37.6237,-90.6454,IRON
LOUISIANA,MO,39.4413,-91.0626,PIKE
CARROLLTON,MO,39.3636,-93.4955,CARROLL
FORSYTH,MO,36.686,-93.1016,TANEY
GREENVILLE,MO,37.1284,-90.4472,WAYNE
CLINTON,MO,38.3716,-93.7679,HENRY
KINGSVILLE,MO,38.7437,-94.0697,JOHNSON
ROCHEPORT,MO,38.9785,-92.5633,BOONE
PEVELY,MO,38.2863,-90.4005,JEFFERSON
HERCULANEUM,MO,38.2579,-90.3949,JEFFERSON
ALTON,MO,36.6901,-91.3947,OREGON
CROSS TIMBERS,MO,38.0242,-93.2294,HICKORY
LEXINGTON,MO,39.1798,-93.8694,LAFAYETTE
GRAIN VALLEY,MO,39.0168,-94.2085,JACKSON
EDGAR SPRINGS,MO,37.7026,-91.8661,PHELPS
HALLSVILLE,MO,39.1196,-92.2268,BOONE
STE. GENEVIEVE,MO,37.9747,-90.0481,STE. GENEVIEVE
WINFIELD,MO,38.9944,-90.7437,LINCOLN
FORDLAND,MO,37.1556,-92.9416,WEBSTER
KIMBERLING CITY,MO,36.6441,-93.4239,STONE
CASSVILLE,MO,36.6786,-93.8682,BARRY
WARRENTON,MO,38.8187,-91.1384,WARREN
MOUNTAIN GROVE,MO,37.1341,-92.266,WRIGHT
CUBA,MO,38.0671,-91.4057,CRAWFORD
DEEPWATER,MO,38.2592,-93.7746,HENRY
MARSHALL,MO,39.1147,-93.201,SALINE
CENTER,MO,39.5096,-91.5291,RALLS
CONCORDIA,MO,38.9877,-93.5683,LAFAYETTE
STOVER,MO,38.4418,-92.9901,MORGAN
COLE CAMP,MO,38.4595,-93.2025,BENTON
WILLIAMSVILLE,MO,36.9737,-90.5479,WAYNE
HERMITAGE,MO,37.9443,-93.3255,HICKORY
KOSHKONONG,MO,36.5978,-91.646,OREGON
ANDERSON,MO,36.6533,-94.4442,MCDONALD
AUGUSTA,MO,38.5695,-90.8812,ST. CHARLES
HOLDEN,MO,38.7136,-93.9895,JOHNSON
COTTLEVILLE,MO,38.7513,-90.6582,ST. CHARLES
HUMANSVILLE,MO,37.7952,-93.5766,POLK
LOWRY CITY,MO,38.1401,-93.7275,ST. CLAIR
ELK RIVER,MN,45.3314,-93.567,SHERBURNE
MINNETONKA,MN,44.9322,-93.4598,HENNEPIN
FOREST LAKE,MN,45.2536,-92.9583,WASHINGTON
OGILVIE,MN,45.829,-93.4221,KANABEC
MINNEAPOLIS,MN,44.9635,-93.2678,HENNEPIN
EDEN PRAIRIE,MN,44.8488,-93.4595,HENNEPIN
DULUTH,MN,46.7756,-92.1392,ST. LOUIS
PRINCETON,MN,45.5689,-93.59,MILLE LACS
RICHMOND,MN,45.4547,-94.5135,STEARNS
ROCHESTER,MN,44.0151,-92.4778,OLMSTED
ZIMMERMAN,MN,45.4416,-93.5981,SHERBURNE
DODGE CENTER,MN,44.0289,-92.8507,DODGE
TWO HARBORS,MN,47.03,-91.675,LAKE
BRECKENRIDGE,MN,46.2662,-96.585,WILKIN
MCGREGOR,MN,46.6087,-93.3055,AITKIN
CHASKA,MN,44.8164,-93.6092,CARVER
INTERNATIONAL FALLS,MN,48.5884,-93.4083,KOOCHICHING
GRANITE FALLS,MN,44.8107,-95.5375,YELLOW MEDICINE
BRAINERD,MN,46.3553,-94.1982,CROW WING
STILLWATER,MN,45.0573,-92.8313,WASHINGTON
SCANDIA,MN,45.254,-92.8278,WASHINGTON
TAYLORS FALLS,MN,45.4121,-92.6644,CHISAGO
BRAHAM,MN,45.7223,-93.1717,ISANTI
LAKEVILLE,MN,44.6774,-93.252,DAKOTA
FERGUS FALLS,MN,46.2853,-96.076,OTTER TAIL
CLOQUET,MN,46.7221,-92.4923,CARLTON
BURNSVILLE,MN,44.7648,-93.2795,DAKOTA
WATERTOWN,MN,44.9603,-93.8431,CARVER
FOLEY,MN,45.6636,-93.9095,BENTON
HARRIS,MN,45.5976,-92.9869,CHISAGO
HUGO,MN,45.1671,-92.9588,WASHINGTON
PRIOR LAKE,MN,44.7251,-93.4409,SCOTT
DEERWOOD,MN,46.4729,-93.9,CROW WING
PINE CITY,MN,45.8367,-92.9683,PINE
DETROIT LAKES,MN,46.806,-95.8449,BECKER
WINONA,MN,44.0505,-91.6684,WINONA
ANNANDALE,MN,45.2598,-94.1205,WRIGHT
SAVAGE,MN,44.7544,-93.3631,SCOTT
HAMPTON,MN,44.6085,-93.0025,DAKOTA
LITTLE FALLS,MN,45.9833,-94.36,MORRISON
MONTICELLO,MN,45.298,-93.7984,WRIGHT
ROSEMOUNT,MN,44.7465,-93.0662,DAKOTA
NORTHFIELD,MN,44.455,-93.1698,RICE
WANAMINGO,MN,44.3026,-92.7872,GOODHUE
BUHL,MN,47.4994,-92.7692,ST. LOUIS
GLENWOOD,MN,45.6517,-95.3643,POPE
MANKATO,MN,44.1712,-93.9773,BLUE EARTH
EVELETH,MN,47.4637,-92.5443,ST. LOUIS
MADISON LAKE,MN,44.2044,-93.8162,BLUE EARTH
RED WING,MN,44.5816,-92.6036,GOODHUE
PARK RAPIDS,MN,46.917,-95.0577,HUBBARD
CLEAR LAKE,MN,45.4463,-93.9985,SHERBURNE
CAMBRIDGE,MN,45.5612,-93.2283,ISANTI
SAUK RAPIDS,MN,45.5981,-94.1539,BENTON
JORDAN,MN,44.6652,-93.6351,SCOTT
BUFFALO,MN,45.1796,-93.8644,WRIGHT
HAYFIELD,MN,43.8903,-92.8471,DODGE
ANOKA,MN,45.2099,-93.3893,ANOKA
VIRGINIA,MN,47.5169,-92.5128,ST. LOUIS
NEW YORK MILLS,MN,46.5198,-95.3733,OTTER TAIL
WACONIA,MN,44.8412,-93.7927,CARVER
SILVER BAY,MN,47.294,-91.278,LAKE
FARMINGTON,MN,44.6573,-93.1688,DAKOTA
CHANHASSEN,MN,44.8544,-93.5621,CARVER
CHAMPLIN,MN,45.1702,-93.3903,HENNEPIN
